match_id,venue,batting_team,bowling_team,total_runs,avg_runs,max_runs,wickets,deliveries
202342,"Wankhede Stadium, Mumbai",MI,RR,204,1.632,6,4,4
202342,"Wankhede Stadium, Mumbai",RR,MI,187,1.406015037593985,6,7,7
202343,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,RCB,101,0.8145161290322581,6,10,10
202343,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",RCB,LSG,124,1.0163934426229508,6,9,9
202344,"Narendra Modi Stadium, Ahmedabad",DC,GT,125,1.0080645161290323,6,7,8
202344,"Narendra Modi Stadium, Ahmedabad",GT,DC,120,0.967741935483871,6,6,6
202345,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,CSK,119,1.0084745762711864,6,7,7
202346,"Punjab Cricket Association IS Bindra Stadium, Mohali",MI,PBKS,209,1.8017241379310345,6,4,4
202346,"Punjab Cricket Association IS Bindra Stadium, Mohali",PBKS,MI,197,1.5390625,6,3,3
202347,"Rajiv Gandhi International Stadium, Hyderabad",KKR,SRH,163,1.2834645669291338,6,9,9
202347,"Rajiv Gandhi International Stadium, Hyderabad",SRH,KKR,152,1.1968503937007875,6,8,8
202348,"Sawai Mansingh Stadium, Jaipur",GT,RR,116,1.380952380952381,6,1,1
202348,"Sawai Mansingh Stadium, Jaipur",RR,GT,110,0.9649122807017544,6,10,10
202349,"MA Chidambaram Stadium, Chennai",CSK,MI,135,1.238532110091743,6,4,4
202349,"MA Chidambaram Stadium, Chennai",MI,CSK,131,1.0737704918032787,6,8,8
202350,"Arun Jaitley Stadium, Delhi",DC,RCB,178,1.7281553398058251,6,3,3
202350,"Arun Jaitley Stadium, Delhi",RCB,DC,173,1.384,6,4,4
202351,"Narendra Modi Stadium, Ahmedabad",GT,LSG,221,1.768,6,2,2
202351,"Narendra Modi Stadium, Ahmedabad",LSG,GT,163,1.304,6,7,7
202352,"Sawai Mansingh Stadium, Jaipur",RR,SRH,203,1.624,6,2,2
202352,"Sawai Mansingh Stadium, Jaipur",SRH,RR,212,1.696,6,6,6
202353,"Eden Gardens, Kolkata",KKR,PBKS,178,1.4471544715447155,6,5,5
202353,"Eden Gardens, Kolkata",PBKS,KKR,166,1.3174603174603174,6,7,7
202354,"Wankhede Stadium, Mumbai",MI,RCB,186,1.7547169811320755,6,4,4
202354,"Wankhede Stadium, Mumbai",RCB,MI,195,1.5853658536585367,6,6,6
202355,"MA Chidambaram Stadium, Chennai",CSK,DC,152,1.1692307692307693,6,8,8
202355,"MA Chidambaram Stadium, Chennai",DC,CSK,129,1.032,6,8,8
202356,"Eden Gardens, Kolkata",KKR,RR,146,1.2066115702479339,6,8,8
202356,"Eden Gardens, Kolkata",RR,KKR,146,1.7804878048780488,6,1,1
202357,"Wankhede Stadium, Mumbai",GT,MI,185,1.5040650406504066,6,8,8
202357,"Wankhede Stadium, Mumbai",MI,GT,216,1.8,6,5,5
202358,"Rajiv Gandhi International Stadium, Hyderabad",LSG,SRH,179,1.4793388429752066,6,3,3
202358,"Rajiv Gandhi International Stadium, Hyderabad",SRH,LSG,177,1.4390243902439024,6,6,6
202359,"Arun Jaitley Stadium, Delhi",DC,PBKS,132,1.0731707317073171,6,8,8
202359,"Arun Jaitley Stadium, Delhi",PBKS,DC,154,1.2125984251968505,6,7,7
202360,"Sawai Mansingh Stadium, Jaipur",RCB,RR,166,1.3387096774193548,6,5,5
202360,"Sawai Mansingh Stadium, Jaipur",RR,RCB,56,0.8615384615384616,6,10,10
202361,"MA Chidambaram Stadium, Chennai",CSK,KKR,138,1.104,6,6,6
202361,"MA Chidambaram Stadium, Chennai",KKR,CSK,135,1.1440677966101696,6,4,4
202362,"Narendra Modi Stadium, Ahmedabad",GT,SRH,175,1.3671875,6,9,9
202362,"Narendra Modi Stadium, Ahmedabad",SRH,GT,144,1.152,6,9,9
202363,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,MI,167,1.336,6,3,3
202363,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",MI,LSG,157,1.2076923076923076,6,5,5
202365,"Rajiv Gandhi International Stadium, Hyderabad",RCB,SRH,180,1.487603305785124,6,2,2
202365,"Rajiv Gandhi International Stadium, Hyderabad",SRH,RCB,180,1.4516129032258065,6,5,5
202366,"Himachal Pradesh Cricket Association Stadium, Dharamsala",PBKS,RR,181,1.4365079365079365,6,5,5
202366,"Himachal Pradesh Cricket Association Stadium, Dharamsala",RR,PBKS,180,1.4285714285714286,6,6,6
202367,"Arun Jaitley Stadium, Delhi",CSK,DC,213,1.6511627906976745,6,3,3
202367,"Arun Jaitley Stadium, Delhi",DC,CSK,135,1.062992125984252,6,9,9
202368,"Eden Gardens, Kolkata",KKR,LSG,166,1.328,6,7,7
202368,"Eden Gardens, Kolkata",LSG,KKR,164,1.2913385826771653,6,8,8
202369,"Wankhede Stadium, Mumbai",MI,SRH,195,1.7256637168141593,6,2,2
202369,"Wankhede Stadium, Mumbai",SRH,MI,188,1.492063492063492,6,5,5
202370,"M.Chinnaswamy Stadium, Bengaluru",GT,RCB,179,1.4552845528455285,6,4,4
202370,"M.Chinnaswamy Stadium, Bengaluru",RCB,GT,190,1.52,6,5,5
202371,"MA Chidambaram Stadium, Chennai",CSK,GT,167,1.3688524590163935,6,7,7
202371,"MA Chidambaram Stadium, Chennai",GT,CSK,142,1.0757575757575757,6,10,10
202373,"Narendra Modi Stadium, Ahmedabad",GT,MI,223,1.7559055118110236,6,2,2
202373,"Narendra Modi Stadium, Ahmedabad",MI,GT,164,1.4260869565217391,6,10,10
202374,"Narendra Modi Stadium, Ahmedabad",CSK,GT,166,1.7659574468085106,6,5,5
202374,"Narendra Modi Stadium, Ahmedabad",GT,CSK,210,1.721311475409836,6,4,4
202401,"MA Chidambaram Stadium, Chennai",CSK,RCB,160,1.3333333333333333,6,4,4
202401,"MA Chidambaram Stadium, Chennai",RCB,CSK,160,1.2403100775193798,6,6,6
202402,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",DC,PBKS,164,1.3225806451612903,6,9,9
202402,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",PBKS,DC,169,1.4083333333333334,6,6,6
202403,"Eden Gardens, Kolkata",KKR,SRH,200,1.5748031496062993,6,7,7
202403,"Eden Gardens, Kolkata",SRH,KKR,197,1.6147540983606556,6,7,7
202404,"Sawai Mansingh Stadium, Jaipur",LSG,RR,159,1.282258064516129,6,6,6
202404,"Sawai Mansingh Stadium, Jaipur",RR,LSG,185,1.4682539682539681,6,4,4
202405,"Narendra Modi Stadium, Ahmedabad",GT,MI,156,1.2580645161290323,6,6,6
202405,"Narendra Modi Stadium, Ahmedabad",MI,GT,159,1.2926829268292683,6,9,9
202406,"M.Chinnaswamy Stadium, Bengaluru",PBKS,RCB,168,1.344,6,6,6
202406,"M.Chinnaswamy Stadium, Bengaluru",RCB,PBKS,160,1.3008130081300813,6,6,6
202407,"MA Chidambaram Stadium, Chennai",CSK,GT,200,1.6,6,6,6
202407,"MA Chidambaram Stadium, Chennai",GT,CSK,132,1.03125,6,8,8
202408,"Rajiv Gandhi International Stadium, Hyderabad",MI,SRH,235,1.8650793650793651,6,5,5
202408,"Rajiv Gandhi International Stadium, Hyderabad",SRH,MI,258,2.0,6,3,3
202409,"Sawai Mansingh Stadium, Jaipur",DC,RR,168,1.3548387096774193,6,5,5
202409,"Sawai Mansingh Stadium, Jaipur",RR,DC,178,1.424,6,5,5
202410,"M.Chinnaswamy Stadium, Bengaluru",KKR,RCB,171,1.6285714285714286,6,3,3
202410,"M.Chinnaswamy Stadium, Bengaluru",RCB,KKR,178,1.4471544715447155,6,6,6
202411,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,PBKS,192,1.5483870967741935,6,8,8
202411,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",PBKS,LSG,174,1.4262295081967213,6,5,5
202412,"Narendra Modi Stadium, Ahmedabad",GT,SRH,164,1.3781512605042017,6,3,3
202412,"Narendra Modi Stadium, Ahmedabad",SRH,GT,158,1.2950819672131149,6,8,8
202413,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",CSK,DC,158,1.234375,6,6,6
202413,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",DC,CSK,180,1.4285714285714286,6,5,5
202414,"Wankhede Stadium, Mumbai",MI,RR,118,0.9516129032258065,6,9,9
202414,"Wankhede Stadium, Mumbai",RR,MI,113,1.1414141414141414,6,4,4
202415,"M.Chinnaswamy Stadium, Bengaluru",LSG,RCB,171,1.3790322580645162,6,5,5
202415,"M.Chinnaswamy Stadium, Bengaluru",RCB,LSG,142,1.1639344262295082,6,10,10
202416,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",DC,KKR,150,1.3636363636363635,6,10,10
202416,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",KKR,DC,250,1.8656716417910448,6,7,7
202417,"Narendra Modi Stadium, Ahmedabad",GT,PBKS,190,1.532258064516129,6,4,4
202417,"Narendra Modi Stadium, Ahmedabad",PBKS,GT,187,1.5203252032520325,6,7,7
202418,"Rajiv Gandhi International Stadium, Hyderabad",CSK,SRH,163,1.3471074380165289,6,5,5
202418,"Rajiv Gandhi International Stadium, Hyderabad",SRH,CSK,160,1.4414414414414414,6,4,4
202419,"Sawai Mansingh Stadium, Jaipur",RCB,RR,172,1.376,6,3,3
202419,"Sawai Mansingh Stadium, Jaipur",RR,RCB,186,1.576271186440678,6,4,4
202420,"Wankhede Stadium, Mumbai",DC,MI,202,1.6557377049180328,6,8,8
202420,"Wankhede Stadium, Mumbai",MI,DC,220,1.7054263565891472,6,5,5
202421,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",GT,LSG,118,0.9672131147540983,6,10,10
202421,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,GT,158,1.3057851239669422,6,5,5
202422,"MA Chidambaram Stadium, Chennai",CSK,KKR,136,1.2477064220183487,6,3,3
202422,"MA Chidambaram Stadium, Chennai",KKR,CSK,124,0.96875,6,9,9
202423,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",PBKS,SRH,173,1.3951612903225807,6,6,6
202423,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",SRH,PBKS,175,1.4,6,9,9
202424,"Sawai Mansingh Stadium, Jaipur",GT,RR,188,1.4803149606299213,6,7,7
202424,"Sawai Mansingh Stadium, Jaipur",RR,GT,189,1.5,6,3,3
202425,"Wankhede Stadium, Mumbai",MI,RCB,196,2.0416666666666665,6,3,3
202425,"Wankhede Stadium, Mumbai",RCB,MI,186,1.4761904761904763,6,8,8
202426,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",DC,LSG,162,1.4464285714285714,6,4,4
202426,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,DC,157,1.236220472440945,6,7,7
202427,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",PBKS,RR,139,1.112,6,8,8
202427,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",RR,PBKS,149,1.221311475409836,6,7,7
202428,"Eden Gardens, Kolkata",KKR,LSG,140,1.3461538461538463,6,2,2
202428,"Eden Gardens, Kolkata",LSG,KKR,153,1.204724409448819,6,7,7
202429,"Wankhede Stadium, Mumbai",CSK,MI,198,1.584,6,4,4
202429,"Wankhede Stadium, Mumbai",MI,CSK,179,1.4435483870967742,6,6,6
202430,"M.Chinnaswamy Stadium, Bengaluru",RCB,SRH,248,1.8931297709923665,6,7,7
202430,"M.Chinnaswamy Stadium, Bengaluru",SRH,RCB,272,2.0763358778625953,6,3,3
202431,"Eden Gardens, Kolkata",KKR,RR,202,1.565891472868217,6,6,6
202431,"Eden Gardens, Kolkata",RR,KKR,208,1.6,6,8,8
202432,"Narendra Modi Stadium, Ahmedabad",DC,GT,86,1.5636363636363637,6,4,4
202432,"Narendra Modi Stadium, Ahmedabad",GT,DC,77,0.6875,6,10,10
202433,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",MI,PBKS,181,1.448,6,7,7
202433,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",PBKS,MI,162,1.2857142857142858,6,10,10
202434,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",CSK,LSG,172,1.4098360655737705,6,6,6
202434,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,CSK,167,1.3577235772357723,6,2,2
202435,"Arun Jaitley Stadium, Delhi",DC,SRH,191,1.5916666666666666,6,10,10
202435,"Arun Jaitley Stadium, Delhi",SRH,DC,261,2.1219512195121952,6,7,7
202436,"Eden Gardens, Kolkata",KKR,RCB,202,1.565891472868217,6,6,6
202436,"Eden Gardens, Kolkata",RCB,KKR,212,1.7096774193548387,6,10,10
202437,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",GT,PBKS,143,1.2327586206896552,6,7,7
202437,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",PBKS,GT,138,1.1219512195121952,6,10,10
202438,"Sawai Mansingh Stadium, Jaipur",MI,RR,169,1.3203125,6,9,9
202438,"Sawai Mansingh Stadium, Jaipur",RR,MI,177,1.5128205128205128,6,1,1
202439,"MA Chidambaram Stadium, Chennai",CSK,LSG,206,1.6885245901639345,6,4,4
202439,"MA Chidambaram Stadium, Chennai",LSG,CSK,204,1.6585365853658536,6,4,4
202440,"Arun Jaitley Stadium, Delhi",DC,GT,219,1.7804878048780488,6,4,4
202440,"Arun Jaitley Stadium, Delhi",GT,DC,212,1.7096774193548387,6,8,8
202441,"Rajiv Gandhi International Stadium, Hyderabad",RCB,SRH,199,1.592,6,7,7
202441,"Rajiv Gandhi International Stadium, Hyderabad",SRH,RCB,161,1.2578125,6,8,8
202442,"Eden Gardens, Kolkata",KKR,PBKS,248,1.9375,6,6,6
202442,"Eden Gardens, Kolkata",PBKS,KKR,256,2.206896551724138,6,2,2
202443,"Arun Jaitley Stadium, Delhi",DC,MI,249,1.9606299212598426,6,4,4
202443,"Arun Jaitley Stadium, Delhi",MI,DC,230,1.811023622047244,6,9,9
202444,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,RR,178,1.390625,6,5,5
202444,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",RR,LSG,195,1.6956521739130435,6,3,3
202445,"Narendra Modi Stadium, Ahmedabad",GT,RCB,189,1.4651162790697674,6,3,3
202445,"Narendra Modi Stadium, Ahmedabad",RCB,GT,194,1.94,6,1,1
202446,"MA Chidambaram Stadium, Chennai",CSK,SRH,203,1.6111111111111112,6,3,3
202446,"MA Chidambaram Stadium, Chennai",SRH,CSK,131,1.1293103448275863,6,10,10
202447,"Eden Gardens, Kolkata",DC,KKR,140,1.1111111111111112,6,9,9
202447,"Eden Gardens, Kolkata",KKR,DC,153,1.5148514851485149,6,3,3
202448,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,MI,134,1.098360655737705,6,6,6
202448,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",MI,LSG,136,1.0793650793650793,6,7,7
202449,"MA Chidambaram Stadium, Chennai",CSK,PBKS,144,1.1162790697674418,6,7,7
202449,"MA Chidambaram Stadium, Chennai",PBKS,CSK,153,1.3304347826086957,6,3,3
202450,"Rajiv Gandhi International Stadium, Hyderabad",RR,SRH,187,1.4166666666666667,6,7,7
202450,"Rajiv Gandhi International Stadium, Hyderabad",SRH,RR,193,1.5196850393700787,6,3,3
202451,"Wankhede Stadium, Mumbai",KKR,MI,162,1.296,6,10,10
202451,"Wankhede Stadium, Mumbai",MI,KKR,135,1.1440677966101696,6,10,10
202452,"M.Chinnaswamy Stadium, Bengaluru",GT,RCB,140,1.1570247933884297,6,10,10
202452,"M.Chinnaswamy Stadium, Bengaluru",RCB,GT,150,1.8072289156626506,6,6,6
202453,"Himachal Pradesh Cricket Association Stadium, Dharamsala",CSK,PBKS,161,1.288,6,9,9
202453,"Himachal Pradesh Cricket Association Stadium, Dharamsala",PBKS,CSK,130,1.0483870967741935,6,9,9
202454,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",KKR,LSG,222,1.734375,6,6,6
202454,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,KKR,130,1.2745098039215685,6,10,10
202455,"Wankhede Stadium, Mumbai",MI,SRH,152,1.4074074074074074,6,3,3
202455,"Wankhede Stadium, Mumbai",SRH,MI,159,1.213740458015267,6,8,8
202456,"Arun Jaitley Stadium, Delhi",DC,RR,220,1.8181818181818181,6,8,8
202456,"Arun Jaitley Stadium, Delhi",RR,DC,186,1.4645669291338583,6,8,8
202457,"Rajiv Gandhi International Stadium, Hyderabad",LSG,SRH,161,1.3089430894308942,6,4,4
202457,"Rajiv Gandhi International Stadium, Hyderabad",SRH,LSG,164,2.7333333333333334,6,0,0
202458,"Himachal Pradesh Cricket Association Stadium, Dharamsala",PBKS,RCB,175,1.6666666666666667,6,10,10
202458,"Himachal Pradesh Cricket Association Stadium, Dharamsala",RCB,PBKS,233,1.8492063492063493,6,7,7
202459,"Narendra Modi Stadium, Ahmedabad",CSK,GT,189,1.5241935483870968,6,8,8
202459,"Narendra Modi Stadium, Ahmedabad",GT,CSK,225,1.8,6,3,3
202460,"Eden Gardens, Kolkata",KKR,MI,151,1.5252525252525253,6,7,7
202460,"Eden Gardens, Kolkata",MI,KKR,127,1.2450980392156863,6,8,8
202461,"MA Chidambaram Stadium, Chennai",CSK,RR,139,1.208695652173913,6,5,5
202461,"MA Chidambaram Stadium, Chennai",RR,CSK,136,1.096774193548387,6,5,5
202462,"M.Chinnaswamy Stadium, Bengaluru",DC,RCB,134,1.1166666666666667,6,10,10
202462,"M.Chinnaswamy Stadium, Bengaluru",RCB,DC,177,1.4047619047619047,6,9,9
202464,"Arun Jaitley Stadium, Delhi",DC,LSG,200,1.5748031496062993,6,4,4
